uid	source	scene	sent	qidx	dialogue	context
1_72	狼与金黄色的约定	1	72	0	咱可真是要死了。	赫萝虽然总在某些奇怪的场合表现得或像孩子，或像野兽，但基本上，她的头脑是罗伦斯所不及的。 ‖ 她并不是个不明事理的人。 ‖ 随后，赫萝平静地说道。 ‖ ►“咱可真是要死了。” ‖ 说完，她望向别处。 ‖ 这个世界上哪有这种故意装出来的演技啊？
1_80	狼与金黄色的约定	1	80	0	好了，我知道啦。	不过，罗伦斯也明白，如果自己无视她，就会变成两人暗中较劲，而在那种状况下，先开口的毫无疑问还是自己。 ‖ 被对方知根知底，就是这种情况。 ‖ 罗伦斯想，如果自己用更优雅的方式讲话的话，也许会使赫萝在旅途中更开心一些吧。但赫萝却并不买帐。 ‖ ►“好了，我知道啦。” ‖ “……知道什么？” ‖ 赫萝并没有回头，只是冷冷地说道。
1_81	狼与金黄色的约定	1	81	0	……知道什么？	被对方知根知底，就是这种情况。 ‖ 罗伦斯想，如果自己用更优雅的方式讲话的话，也许会使赫萝在旅途中更开心一些吧。但赫萝却并不买帐。 ‖ “好了，我知道啦。” ‖ ►“……知道什么？” ‖ 赫萝并没有回头，只是冷冷地说道。 ‖ “对不起了，如果遇到卖鸡的，我就买给你吧。不过，旅途中说的话只在旅途中有效。”
1_83	狼与金黄色的约定	1	83	0	对不起了，如果遇到卖鸡的，我就买给你吧。不过，旅途中说的话只在旅途中有效。	“好了，我知道啦。” ‖ “……知道什么？” ‖ 赫萝并没有回头，只是冷冷地说道。 ‖ ►“对不起了，如果遇到卖鸡的，我就买给你吧。不过，旅途中说的话只在旅途中有效。” ‖ 这是罗伦斯最大的妥协了。 ‖ 到了城镇之后，即使她把嘴皮说破，只要钱包还掌握在自己手中，就绝对不买。
1_89	狼与金黄色的约定	1	89	0	咱以前不就说过了吗，咱可以分辨出人的谎言。	赫萝依然没有回头，只是扇了几下耳朵。 ‖ 这表示她在转动脑筋思考着什么。 ‖ 这已经是临界点了吧。 ‖ ►“咱以前不就说过了吗，咱可以分辨出人的谎言。” ‖ “当然，我记得呢。” ‖ “是吗？”
1_90	狼与金黄色的约定	1	90	0	当然，我记得呢。	这表示她在转动脑筋思考着什么。 ‖ 这已经是临界点了吧。 ‖ “咱以前不就说过了吗，咱可以分辨出人的谎言。” ‖ ►“当然，我记得呢。” ‖ “是吗？” ‖ “是啊。”
1_91	狼与金黄色的约定	1	91	0	是吗？	这已经是临界点了吧。 ‖ “咱以前不就说过了吗，咱可以分辨出人的谎言。” ‖ “当然，我记得呢。” ‖ ►“是吗？” ‖ “是啊。” ‖ “唔……”
1_92	狼与金黄色的约定	1	92	0	是啊。	“咱以前不就说过了吗，咱可以分辨出人的谎言。” ‖ “当然，我记得呢。” ‖ “是吗？” ‖ ►“是啊。” ‖ “唔……” ‖ 赫萝沉默了片刻。
1_93	狼与金黄色的约定	1	93	0	唔……	“当然，我记得呢。” ‖ “是吗？” ‖ “是啊。” ‖ ►“唔……” ‖ 赫萝沉默了片刻。 ‖ 罗伦斯像等待宣判的罪犯一样等待着赫萝继续开口，不过，他很清楚自己并没有犯下什么罪。
1_100	狼与金黄色的约定	1	100	0	唔……不过呢，汝啊。	最后，赫萝似乎明白了罗伦斯的提议是对自己开的玩笑的妥协，于是她冲罗伦斯笑了笑。 ‖ 真是狡猾，罗伦斯的内心这样呐喊道。 ‖ 因为，看着赫萝那表情丰富的脸，如果罗伦斯不是已经经历了数年的独自旅行的话，恐怕也会像其他无数人一样被她欺骗吧。 ‖ ►“唔……不过呢，汝啊。” ‖ “什么？” ‖ 在策马缓缓前行了一段路程之后，赫萝突然开口说道。
1_101	狼与金黄色的约定	1	101	0	什么？	真是狡猾，罗伦斯的内心这样呐喊道。 ‖ 因为，看着赫萝那表情丰富的脸，如果罗伦斯不是已经经历了数年的独自旅行的话，恐怕也会像其他无数人一样被她欺骗吧。 ‖ “唔……不过呢，汝啊。” ‖ ►“什么？” ‖ 在策马缓缓前行了一段路程之后，赫萝突然开口说道。 ‖ “刚才说的，不是谎话吧？”
1_103	狼与金黄色的约定	1	103	0	刚才说的，不是谎话吧？	“唔……不过呢，汝啊。” ‖ “什么？” ‖ 在策马缓缓前行了一段路程之后，赫萝突然开口说道。 ‖ ►“刚才说的，不是谎话吧？” ‖ “刚才的……是指去势的鸡吗？” ‖ “开什么玩笑，是汝那句若途中有鸡就买给咱的话。”
1_104	狼与金黄色的约定	1	104	0	刚才的……是指去势的鸡吗？	“什么？” ‖ 在策马缓缓前行了一段路程之后，赫萝突然开口说道。 ‖ “刚才说的，不是谎话吧？” ‖ ►“刚才的……是指去势的鸡吗？” ‖ “开什么玩笑，是汝那句若途中有鸡就买给咱的话。” ‖ 为什么她要特意确认一遍呢？
1_105	狼与金黄色的约定	1	105	0	开什么玩笑，是汝那句若途中有鸡就买给咱的话。	在策马缓缓前行了一段路程之后，赫萝突然开口说道。 ‖ “刚才说的，不是谎话吧？” ‖ “刚才的……是指去势的鸡吗？” ‖ ►“开什么玩笑，是汝那句若途中有鸡就买给咱的话。” ‖ 为什么她要特意确认一遍呢？ ‖ 罗伦斯的头脑中一瞬间泛起一个不好的预感，而坐在旁边的赫萝抓着他的袖子，使他意识到这并不仅仅只是预感而已。
1_108	狼与金黄色的约定	1	108	0	我是说过那样的话——	“开什么玩笑，是汝那句若途中有鸡就买给咱的话。” ‖ 为什么她要特意确认一遍呢？ ‖ 罗伦斯的头脑中一瞬间泛起一个不好的预感，而坐在旁边的赫萝抓着他的袖子，使他意识到这并不仅仅只是预感而已。 ‖ ►“我是说过那样的话——” ‖ “说过的吧？” ‖ 赫萝把脸凑过来，用小狗低吠般的声音说道。
1_109	狼与金黄色的约定	1	109	0	说过的吧？	为什么她要特意确认一遍呢？ ‖ 罗伦斯的头脑中一瞬间泛起一个不好的预感，而坐在旁边的赫萝抓着他的袖子，使他意识到这并不仅仅只是预感而已。 ‖ “我是说过那样的话——” ‖ ►“说过的吧？” ‖ 赫萝把脸凑过来，用小狗低吠般的声音说道。 ‖ 这时，罗伦斯终于发现了。前方不远处的路边有人的身影。虽然罗伦斯的眼睛还无法看清楚那里的情况，但赫萝已经知道那里有鸡卖了。
1_112	狼与金黄色的约定	1	112	0	汝总不至于当着咱的面把说过的话收回去吧？	“说过的吧？” ‖ 赫萝把脸凑过来，用小狗低吠般的声音说道。 ‖ 这时，罗伦斯终于发现了。前方不远处的路边有人的身影。虽然罗伦斯的眼睛还无法看清楚那里的情况，但赫萝已经知道那里有鸡卖了。 ‖ ►“汝总不至于当着咱的面把说过的话收回去吧？” ‖ 没什么比赫萝这种似笑非笑的表情更可怕。 ‖ 当然，罗伦斯觉得自己有必要耐心地把买一只鸡要花费许多钱这一情况向赫萝说明。不过，前提是赫萝肯听他的解释。而现在，怎么看赫萝都不像是会听他解释的样子。
1_116	狼与金黄色的约定	1	116	0	明白了，我会守约的，不过——	没什么比赫萝这种似笑非笑的表情更可怕。 ‖ 当然，罗伦斯觉得自己有必要耐心地把买一只鸡要花费许多钱这一情况向赫萝说明。不过，前提是赫萝肯听他的解释。而现在，怎么看赫萝都不像是会听他解释的样子。 ‖ 罗伦斯看着身边的赫萝，叹了一口气。如果说了不合适的话，自己有可能性命难保。 ‖ ►“明白了，我会守约的，不过——” ‖ “不过什么？” ‖ 赫萝一面反问着罗伦斯，一面神情严肃地看着他。
1_117	狼与金黄色的约定	1	117	0	不过什么？	当然，罗伦斯觉得自己有必要耐心地把买一只鸡要花费许多钱这一情况向赫萝说明。不过，前提是赫萝肯听他的解释。而现在，怎么看赫萝都不像是会听他解释的样子。 ‖ 罗伦斯看着身边的赫萝，叹了一口气。如果说了不合适的话，自己有可能性命难保。 ‖ “明白了，我会守约的，不过——” ‖ ►“不过什么？” ‖ 赫萝一面反问着罗伦斯，一面神情严肃地看着他。 ‖ 罗伦斯不得不仔细思考一会儿，才开口说道。
1_120	狼与金黄色的约定	1	120	0	只买一只。	“不过什么？” ‖ 赫萝一面反问着罗伦斯，一面神情严肃地看着他。 ‖ 罗伦斯不得不仔细思考一会儿，才开口说道。 ‖ ►“只买一只。” ‖ 赫萝依然看着他，一动不动。 ‖ 在几乎令人窒息的沉默之后，赫萝终于笑着望向了前方。
1_127	狼与金黄色的约定	1	127	0	只买一只啊。	他这样想着，把目光移回去。 ‖ 这时，坐在路边的人发现他们，站了起来。 ‖ 在走到能看到他脸上挂着笑容用力挥手的距离时，罗伦斯终于看到了他脚下拴着的鸡。 ‖ ►“只买一只啊。” ‖ 罗伦斯再次说道。
2_0	狼与金黄色的约定	2	0	0	买点什么路上用吧！	►“买点什么路上用吧！” ‖ 四周是一望无际的荒野，一个路人也没有。 ‖ 严冬中，小贩在这广阔的地方独自等待着顾客，他的装束有些奇怪，年纪和罗伦斯差不多。
2_5	狼与金黄色的约定	2	5	0	除了鸡之外，还有特制的啤酒哦，要来点吗？	严冬中，小贩在这广阔的地方独自等待着顾客，他的装束有些奇怪，年纪和罗伦斯差不多。 ‖ 尽管他身材瘦小，体格却显得精壮，这是农民独有的特征。 ‖ 在握手的时候，罗伦斯被他手上厚厚的茧子吓了一跳。 ‖ ►“除了鸡之外，还有特制的啤酒哦，要来点吗？” ‖ 他的强壮程度不是行商者能比的。 ‖ 尽管衣着简陋，口中呼着白气，但他看上去一点也不冷。他爽朗的笑着，用手敲着放在正在啄草的鸡旁边的、及膝高的桶。
2_11	狼与金黄色的约定	2	11	0	啤酒可以先品尝再买吗？	青年倒是兴致很高，但固定桶的铁箍却锈得快要散掉的样子。 ‖ 罗伦斯抚着下巴的胡须沉思着。 ‖ 赫萝没有催他快点买了鸡就赶紧上路，大概也是由于对身上并没有穿着旅行装束的青年为什么会出现在这里，还四处张望的这种景象持有疑问吧。 ‖ ►“啤酒可以先品尝再买吗？” ‖ 总不回应也不好，于是罗伦斯这样问道。 ‖ 青年爽快地点了点头，一面大声说“当然可以，您请！”，一面拿出计量用的大斗，打开盖子舀出啤酒。
2_13	狼与金黄色的约定	2	13	0	当然可以，您请！	赫萝没有催他快点买了鸡就赶紧上路，大概也是由于对身上并没有穿着旅行装束的青年为什么会出现在这里，还四处张望的这种景象持有疑问吧。 ‖ “啤酒可以先品尝再买吗？” ‖ 总不回应也不好，于是罗伦斯这样问道。 ‖ ►青年爽快地点了点头，一面大声说“当然可以，您请！”，一面拿出计量用的大斗，打开盖子舀出啤酒。 ‖ “刚盛进去的，还泛着沫子呢。” ‖ 罗伦斯尝了一口，也许是水质好，又或者是麦子的选料优质的缘故，啤酒意外地好喝。
2_14	狼与金黄色的约定	2	14	0	刚盛进去的，还泛着沫子呢。	“啤酒可以先品尝再买吗？” ‖ 总不回应也不好，于是罗伦斯这样问道。 ‖ 青年爽快地点了点头，一面大声说“当然可以，您请！”，一面拿出计量用的大斗，打开盖子舀出啤酒。 ‖ ►“刚盛进去的，还泛着沫子呢。” ‖ 罗伦斯尝了一口，也许是水质好，又或者是麦子的选料优质的缘故，啤酒意外地好喝。 ‖ 因为赫萝也想喝，他也让她尝了一口，随后赫萝便马上用请求的目光看着他。
2_17	狼与金黄色的约定	2	17	0	觉得味道如何？	“刚盛进去的，还泛着沫子呢。” ‖ 罗伦斯尝了一口，也许是水质好，又或者是麦子的选料优质的缘故，啤酒意外地好喝。 ‖ 因为赫萝也想喝，他也让她尝了一口，随后赫萝便马上用请求的目光看着他。 ‖ ►“觉得味道如何？” ‖ 青年再次开口询问，罗伦斯点了点头，并把目光转向鸡。罗伦斯知道，赫萝藏在斗篷下的尾巴虽然没有摇晃，但已经膨胀起来了。有了鸡和啤酒，还有什么比这更能让她高兴的呢。 ‖ “不错。就把鸡和啤酒一起买了吧。”
2_19	狼与金黄色的约定	2	19	0	不错。就把鸡和啤酒一起买了吧。	因为赫萝也想喝，他也让她尝了一口，随后赫萝便马上用请求的目光看着他。 ‖ “觉得味道如何？” ‖ 青年再次开口询问，罗伦斯点了点头，并把目光转向鸡。罗伦斯知道，赫萝藏在斗篷下的尾巴虽然没有摇晃，但已经膨胀起来了。有了鸡和啤酒，还有什么比这更能让她高兴的呢。 ‖ ►“不错。就把鸡和啤酒一起买了吧。” ‖ 青年高兴得不得了，完全没有注意到赫萝那藏在斗篷里的耳朵兴奋得竖了起来。 ‖ 不过，罗伦斯并不是单纯带着赫萝到处行走的旅人。
2_23	狼与金黄色的约定	2	23	0	只是，我想要好几只，而不是一只。	青年高兴得不得了，完全没有注意到赫萝那藏在斗篷里的耳朵兴奋得竖了起来。 ‖ 不过，罗伦斯并不是单纯带着赫萝到处行走的旅人。 ‖ 既然身为行商之人，他就会这样说。 ‖ ►“只是，我想要好几只，而不是一只。” ‖ “啊？” ‖ 虽然发出惊叫声的是那个青年，但赫萝也同样吃惊地望着他。
2_24	狼与金黄色的约定	2	24	0	啊？	不过，罗伦斯并不是单纯带着赫萝到处行走的旅人。 ‖ 既然身为行商之人，他就会这样说。 ‖ “只是，我想要好几只，而不是一只。” ‖ ►“啊？” ‖ 虽然发出惊叫声的是那个青年，但赫萝也同样吃惊地望着他。 ‖ 赫萝也是明白目前物价行情的人，也大概知道现在一只鸡有多么贵。
2_29	狼与金黄色的约定	2	29	0	附近应该有村庄吧？我们并不急着赶路，可以的话，请带我到村里去买。	赫萝也是明白目前物价行情的人，也大概知道现在一只鸡有多么贵。 ‖ 而且，她也是个得到东西就会付出相应回报的懂礼仪之人。 ‖ 所以，当罗伦斯说出想买好几只的时候，她才会感到吃惊吧。 ‖ ►“附近应该有村庄吧？我们并不急着赶路，可以的话，请带我到村里去买。” ‖ 罗伦斯知道，这个青年并不是挑着担子到处叫卖的商人。 ‖ 那么，他应该是为了赚取现金，或者交换必需品才专门跑这么远的吧。
2_33	狼与金黄色的约定	2	33	0	啊，您真想买吗？当然可以啊！	罗伦斯知道，这个青年并不是挑着担子到处叫卖的商人。 ‖ 那么，他应该是为了赚取现金，或者交换必需品才专门跑这么远的吧。 ‖ 正如罗伦斯所预料的，青年在愣了一下之后，点点头，随后又再次用力点点头。 ‖ ►“啊，您真想买吗？当然可以啊！” ‖ 满面喜色的青年一面说着，一面利索地用绳子绑住桶背起来。 ‖ 之后，他用麻袋把各种杂物装起来，放到桶盖上，提起拴鸡的绳子大声说道。
2_36	狼与金黄色的约定	2	36	0	那么，请让我为您引路吧。	“啊，您真想买吗？当然可以啊！” ‖ 满面喜色的青年一面说着，一面利索地用绳子绑住桶背起来。 ‖ 之后，他用麻袋把各种杂物装起来，放到桶盖上，提起拴鸡的绳子大声说道。 ‖ ►“那么，请让我为您引路吧。” ‖ 说完，青年兴致高昂地迈着大步从岔路前行。 ‖ 青年所走的路前方虽然是荒野，但也有马车难以通过的地方吧。做出了这种判断的罗伦斯牵着缰绳，朝那个方向走去。
3_0	狼与金黄色的约定	3	0	0	汝要是生气，就说出来。	►“汝要是生气，就说出来。” ‖ 她以难堪的神色说道。她大概是认为，要买好几只鸡这种话，只是罗伦斯信口胡说的吧。 ‖ 罗伦斯不禁笑出声来，不过，他立刻发现赫萝正生气地瞪着自己。
3_3	狼与金黄色的约定	3	3	0	啊，抱歉抱歉，我只是有个想法。	“汝要是生气，就说出来。” ‖ 她以难堪的神色说道。她大概是认为，要买好几只鸡这种话，只是罗伦斯信口胡说的吧。 ‖ 罗伦斯不禁笑出声来，不过，他立刻发现赫萝正生气地瞪着自己。 ‖ ►“啊，抱歉抱歉，我只是有个想法。” ‖ “……想法？” ‖ 赫萝吃惊地望着他。
3_4	狼与金黄色的约定	3	4	0	……想法？	她以难堪的神色说道。她大概是认为，要买好几只鸡这种话，只是罗伦斯信口胡说的吧。 ‖ 罗伦斯不禁笑出声来，不过，他立刻发现赫萝正生气地瞪着自己。 ‖ “啊，抱歉抱歉，我只是有个想法。” ‖ ►“……想法？” ‖ 赫萝吃惊地望着他。 ‖ “这也许可以称做商人的第六感吧。”
3_6	狼与金黄色的约定	3	6	0	这也许可以称做商人的第六感吧。	“啊，抱歉抱歉，我只是有个想法。” ‖ “……想法？” ‖ 赫萝吃惊地望着他。 ‖ ►“这也许可以称做商人的第六感吧。” ‖ 虽然赫萝露出怀疑的神情，但罗伦斯并不介意。因为，他尽管总是被赫萝的演技和陷阱蒙骗，但对自己作为商人的眼光还是充满自信的。 ‖ “顺利的话，就真的多买几只给你。”
3_8	狼与金黄色的约定	3	8	0	顺利的话，就真的多买几只给你。	赫萝吃惊地望着他。 ‖ “这也许可以称做商人的第六感吧。” ‖ 虽然赫萝露出怀疑的神情，但罗伦斯并不介意。因为，他尽管总是被赫萝的演技和陷阱蒙骗，但对自己作为商人的眼光还是充满自信的。 ‖ ►“顺利的话，就真的多买几只给你。” ‖ 听了这句话，赫萝的表情并没有任何变化。 ‖ “咱就不做任何期待地等着好了。”
3_10	狼与金黄色的约定	3	10	0	咱就不做任何期待地等着好了。	虽然赫萝露出怀疑的神情，但罗伦斯并不介意。因为，他尽管总是被赫萝的演技和陷阱蒙骗，但对自己作为商人的眼光还是充满自信的。 ‖ “顺利的话，就真的多买几只给你。” ‖ 听了这句话，赫萝的表情并没有任何变化。 ‖ ►“咱就不做任何期待地等着好了。” ‖ 不过，罗伦斯却抱着期待。 ‖ 因为他觉得，意气高昂的青年带自己去的地方，一定会有生意等待着自己。
4_3	狼与金黄色的约定	4	3	0	真是偏僻的地方啊。	青年引领罗伦斯去的小村庄，周围可以看到远处的森林和泉水。 ‖ 那里看起来非常寒酸，原因或许是那些七零八落，看起来像建好的村子一样的建筑，以及胡乱开垦的田地吧。 ‖ 规划不统一的城镇或者村庄有的混乱而充满活力，有的则充满破落的气息，这个村庄就属于后者。 ‖ ►“真是偏僻的地方啊。” ‖ 赫萝直言不讳地说出自己的想法，罗伦斯也很理解她的心情。 ‖ 村镇只有与别的村镇，以及领主之馆道路相通，才能叫做村镇。
4_8	狼与金黄色的约定	4	8	0	啊，到了！欢迎来到吉萨兹。	村镇只有与别的村镇，以及领主之馆道路相通，才能叫做村镇。 ‖ 可是，这个村庄本来就看起来寒酸，并且没有一条能直达村庄，可以称得上道路的路，可以说，这里几乎完全与外界隔绝了。 ‖ 大陆上的孤岛，用这个词描述这里非常恰当。 ‖ ►“啊，到了！欢迎来到吉萨兹。” ‖ 他们前方竖着一排木栅栏，似乎在宣告这里就是村庄的土地。 ‖ 青年走过栅栏，朝罗伦斯他们挥着手让他们跟上。
4_13	狼与金黄色的约定	4	13	0	总之，请这边走！先到我家落脚吧！	青年走过栅栏，朝罗伦斯他们挥着手让他们跟上。 ‖ 这是一个什么都没有的小村庄。 ‖ 刚才一直目不转睛地盯着罗伦斯他们的村民们纷纷走了过来。 ‖ ►“总之，请这边走！先到我家落脚吧！” ‖ 青年并没有向村民们介绍罗伦斯，而是得意地一面这么说着，一面引着马车前行。 ‖ 不仅赫萝，连罗伦斯都忍不住笑了起来。
4_17	狼与金黄色的约定	4	17	0	落脚	青年并没有向村民们介绍罗伦斯，而是得意地一面这么说着，一面引着马车前行。 ‖ 不仅赫萝，连罗伦斯都忍不住笑了起来。 ‖ 看来为外来的人引路，对青年来说是值得夸耀的事。 ‖ ►不过，从青年说出的“落脚”这句话可以看出，这里是正教徒的村落。 ‖ 罗伦斯露出一切都如自己所料般的笑容。 ‖ 青年粗鲁地敲了敲一个房间的门，房门立刻打开了，青年走了进去。
4_22	狼与金黄色的约定	4	22	0	啊，欢迎光临。对了，你去把村长叫来吧！	青年粗鲁地敲了敲一个房间的门，房门立刻打开了，青年走了进去。 ‖ 屋里传来一阵交谈声，随后，一个穿着整洁的妇女慌忙地从里面跑了出来。 ‖ 她的容貌和青年非常相像，这让罗伦斯觉得很有意思。 ‖ ►“啊，欢迎光临。对了，你去把村长叫来吧！” ‖ 罗伦斯一直微笑着，不过，这并不是因为对方朝他微笑。 ‖ 赫萝露出心领神会的表情，大概是察觉了罗伦斯笑容的含义。
4_25	狼与金黄色的约定	4	25	0	啊，感谢您的热忱欢迎，我只不过是个旅行商人……	“啊，欢迎光临。对了，你去把村长叫来吧！” ‖ 罗伦斯一直微笑着，不过，这并不是因为对方朝他微笑。 ‖ 赫萝露出心领神会的表情，大概是察觉了罗伦斯笑容的含义。 ‖ ►“啊，感谢您的热忱欢迎，我只不过是个旅行商人……” ‖ “没关系，旅行的商人也一样欢迎！请先进寒舍吧，若有招待不周之处，还请多包涵。” ‖ 罗伦斯在车夫台上客气地笑着，把目光投向赫萝。
4_26	狼与金黄色的约定	4	26	0	没关系，旅行的商人也一样欢迎！请先进寒舍吧，若有招待不周之处，还请多包涵。	罗伦斯一直微笑着，不过，这并不是因为对方朝他微笑。 ‖ 赫萝露出心领神会的表情，大概是察觉了罗伦斯笑容的含义。 ‖ “啊，感谢您的热忱欢迎，我只不过是个旅行商人……” ‖ ►“没关系，旅行的商人也一样欢迎！请先进寒舍吧，若有招待不周之处，还请多包涵。” ‖ 罗伦斯在车夫台上客气地笑着，把目光投向赫萝。 ‖ 对这种细节有敏锐察觉力的赫萝轻轻点了一下头，随后向那个妇人露出微笑。
4_31	狼与金黄色的约定	4	31	0	那么，就叨扰贵府了。	对这种细节有敏锐察觉力的赫萝轻轻点了一下头，随后向那个妇人露出微笑。 ‖ 省掉一一解释的工夫，就等于获得了巨大的利益。 ‖ 罗伦斯也因此得以大展演技。 ‖ ►“那么，就叨扰贵府了。” ‖ “请进，马车就停在外面吧。老公！你快去准备饲料，再打些水来。” ‖ 妇人叫的，是人群中一个扛着锄头的男子。
4_32	狼与金黄色的约定	4	32	0	请进，马车就停在外面吧。老公！你快去准备饲料，再打些水来。	省掉一一解释的工夫，就等于获得了巨大的利益。 ‖ 罗伦斯也因此得以大展演技。 ‖ “那么，就叨扰贵府了。” ‖ ►“请进，马车就停在外面吧。老公！你快去准备饲料，再打些水来。” ‖ 妇人叫的，是人群中一个扛着锄头的男子。 ‖ 他应该就是这里的一家之主。这个男子带着一脸对自己家发生了什么事情、迷惑不解的神情，按照吩咐跑了起来。
5_5	狼与金黄色的约定	5	5	0	哈哈，原来如此，您是要从这里往北走啊。	整个建筑非常大，大概是由于这里住着好几户人家。 ‖ 虽然并不讨厌城镇里的旅馆，不过，由于自己也是出身贫寒，住在这样的地方反而更能让罗伦斯感到安心。 ‖ 不管怎么说，赫萝也显出一副更安心的样子。 ‖ ►“哈哈，原来如此，您是要从这里往北走啊。” ‖ “是的，准备去一个叫雷诺斯的镇子。” ‖ “是吗……不管怎么说，这个村子的状况正如您所见，有旅行商者光临就已经是谢天谢地了。”
5_6	狼与金黄色的约定	5	6	0	是的，准备去一个叫雷诺斯的镇子。	虽然并不讨厌城镇里的旅馆，不过，由于自己也是出身贫寒，住在这样的地方反而更能让罗伦斯感到安心。 ‖ 不管怎么说，赫萝也显出一副更安心的样子。 ‖ “哈哈，原来如此，您是要从这里往北走啊。” ‖ ►“是的，准备去一个叫雷诺斯的镇子。” ‖ “是吗……不管怎么说，这个村子的状况正如您所见，有旅行商者光临就已经是谢天谢地了。” ‖ 都说身份能改变人的性格，似乎有着村长身份的人不知为什么，大抵都给人比较相似的感觉。
5_7	狼与金黄色的约定	5	7	0	是吗……不管怎么说，这个村子的状况正如您所见，有旅行商者光临就已经是谢天谢地了。	不管怎么说，赫萝也显出一副更安心的样子。 ‖ “哈哈，原来如此，您是要从这里往北走啊。” ‖ “是的，准备去一个叫雷诺斯的镇子。” ‖ ►“是吗……不管怎么说，这个村子的状况正如您所见，有旅行商者光临就已经是谢天谢地了。” ‖ 都说身份能改变人的性格，似乎有着村长身份的人不知为什么，大抵都给人比较相似的感觉。 ‖ 矮瘦的吉萨兹村长深深低下头。
5_10	狼与金黄色的约定	5	10	0	我来到这里也是神明的指引，还受到如此热忱的款待，虽然我只是一介行商者，不过若有什么吩咐，我自当尽力而为。	“是吗……不管怎么说，这个村子的状况正如您所见，有旅行商者光临就已经是谢天谢地了。” ‖ 都说身份能改变人的性格，似乎有着村长身份的人不知为什么，大抵都给人比较相似的感觉。 ‖ 矮瘦的吉萨兹村长深深低下头。 ‖ ►“我来到这里也是神明的指引，还受到如此热忱的款待，虽然我只是一介行商者，不过若有什么吩咐，我自当尽力而为。” ‖ “那就拜托您了。” ‖ 罗伦斯露出的笑容并非出于客套。因为他的心中确实认为这是神明的指引。
5_11	狼与金黄色的约定	5	11	0	那就拜托您了。	都说身份能改变人的性格，似乎有着村长身份的人不知为什么，大抵都给人比较相似的感觉。 ‖ 矮瘦的吉萨兹村长深深低下头。 ‖ “我来到这里也是神明的指引，还受到如此热忱的款待，虽然我只是一介行商者，不过若有什么吩咐，我自当尽力而为。” ‖ ►“那就拜托您了。” ‖ 罗伦斯露出的笑容并非出于客套。因为他的心中确实认为这是神明的指引。 ‖ “那么，为了感谢神明让我们相遇……”
5_13	狼与金黄色的约定	5	13	0	那么，为了感谢神明让我们相遇……	“我来到这里也是神明的指引，还受到如此热忱的款待，虽然我只是一介行商者，不过若有什么吩咐，我自当尽力而为。” ‖ “那就拜托您了。” ‖ 罗伦斯露出的笑容并非出于客套。因为他的心中确实认为这是神明的指引。 ‖ ►“那么，为了感谢神明让我们相遇……” ‖ 村长说完，罗伦斯与赫萝一起拿起木杯，将酒一饮而尽。 ‖ “……啊，啤酒真好喝啊。”
5_15	狼与金黄色的约定	5	15	0	……啊，啤酒真好喝啊。	罗伦斯露出的笑容并非出于客套。因为他的心中确实认为这是神明的指引。 ‖ “那么，为了感谢神明让我们相遇……” ‖ 村长说完，罗伦斯与赫萝一起拿起木杯，将酒一饮而尽。 ‖ ►“……啊，啤酒真好喝啊。” ‖ “让您见笑了，感谢神明的时候，最合适的是葡萄酒，不过现在葡萄藤刚种下。” ‖ “葡萄酒的味道是由神明决定的，而啤酒的味道是人来决定的。想必你们一定有让啤酒如此好喝的秘诀吧。”
5_16	狼与金黄色的约定	5	16	0	让您见笑了，感谢神明的时候，最合适的是葡萄酒，不过现在葡萄藤刚种下。	“那么，为了感谢神明让我们相遇……” ‖ 村长说完，罗伦斯与赫萝一起拿起木杯，将酒一饮而尽。 ‖ “……啊，啤酒真好喝啊。” ‖ ►“让您见笑了，感谢神明的时候，最合适的是葡萄酒，不过现在葡萄藤刚种下。” ‖ “葡萄酒的味道是由神明决定的，而啤酒的味道是人来决定的。想必你们一定有让啤酒如此好喝的秘诀吧。” ‖ 村长虽然谦虚地摇着头，但喜悦的神色却溢于言表。
5_17	狼与金黄色的约定	5	17	0	葡萄酒的味道是由神明决定的，而啤酒的味道是人来决定的。想必你们一定有让啤酒如此好喝的秘诀吧。	村长说完，罗伦斯与赫萝一起拿起木杯，将酒一饮而尽。 ‖ “……啊，啤酒真好喝啊。” ‖ “让您见笑了，感谢神明的时候，最合适的是葡萄酒，不过现在葡萄藤刚种下。” ‖ ►“葡萄酒的味道是由神明决定的，而啤酒的味道是人来决定的。想必你们一定有让啤酒如此好喝的秘诀吧。” ‖ 村长虽然谦虚地摇着头，但喜悦的神色却溢于言表。 ‖ 赫萝安静地看着桌子，倒不是因为觉得这样的谈话十分无聊，也不是嫌桌上的食物寒酸。
5_22	狼与金黄色的约定	5	22	0	实际上，酿造的时候确实使用了秘传之法。	赫萝安静地看着桌子，倒不是因为觉得这样的谈话十分无聊，也不是嫌桌上的食物寒酸。 ‖ 汝到底在打什么算盘？ ‖ 赫萝用疑惑的眼神望向罗伦斯。 ‖ ►“实际上，酿造的时候确实使用了秘传之法。” ‖ 不知是不是由于啤酒受到称赞而感到高兴，村长这样说道。 ‖ 要给老人良好的印象，就必须安静地听他说话。
